Participant	Technique	Distance	Taille	Densité	Direction	Block	Trial	Timestamp	EventType	XMousePosition	YMousePosition	XTargetPosition	YTargetPosition
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	601	407	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	669	407	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	803	423	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	894	441	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1082	478	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1117	487	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1243	516	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1275	526	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1311	536	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1320	539	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1336	541	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1339	542	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1346	543	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1350	543	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1359	544	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1369	545	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1410	552	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1423	553	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1464	560	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1450	575	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1423	567	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1373	552	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1317	536	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1257	517	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1231	508	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1196	496	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1190	493	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1186	491	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1186	491	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1185	491	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1184	490	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1179	487	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1173	484	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1158	478	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1149	475	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1130	466	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1124	464	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1116	461	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1114	461	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1113	460	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1112	460	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1111	460	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1109	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1108	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1107	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1105	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1105	458	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1104	458	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1102	458	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1095	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1092	459	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1071	461	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1059	464	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1029	468	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1011	471	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	958	482	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	950	483	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	907	492	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	846	504	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	816	512	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	780	521	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	747	530	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	699	541	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	667	549	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	626	556	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	601	561	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	573	566	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	562	567	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	546	569	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	542	569	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	538	569	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	538	569	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	539	566	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	541	564	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	543	562	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	545	561	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	546	559	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	548	558	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	549	557	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	550	555	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	551	555	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	553	553	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	573	546	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	602	538	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	663	526	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	703	521	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	800	510	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	833	506	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	901	500	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	930	495	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	969	488	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	984	486	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1005	483	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1030	476	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1044	473	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1091	458	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1104	455	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1140	448	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1157	445	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1177	443	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1185	441	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1190	441	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1192	441	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1197	441	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1197	440	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1203	439	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1205	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1210	436	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1211	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1215	433	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1215	432	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1218	430	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1219	428	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1217	428	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1210	428	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1204	428	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1190	428	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1182	429	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1162	431	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1159	432	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1150	433	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1148	433	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1145	433	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1143	434	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1140	434	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1139	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1137	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1136	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1135	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1133	435	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1124	437	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1121	437	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1117	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1116	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1116	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1119	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1121	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1122	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1124	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1124	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1125	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1126	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1128	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1128	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseMove	1129	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseDown	1129	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	MouseUp	1129	438	1133.5	436.5
P2	BubbleCursor	80	8	6.64	Droite	0	0	1,57764E+12	Click	1129	438	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseOut	1129	438	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	NextTrial	1129	438	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	1127	438	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseOver	1127	438	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	1049	460	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	977	472	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	829	485	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	724	489	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	518	494	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	437	494	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	318	492	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	258	488	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	189	483	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	175	481	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	157	477	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	476	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	475	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	475	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	474	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	473	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	155	472	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	157	469	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	160	469	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	169	464	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	173	462	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	186	459	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	188	459	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	202	456	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	212	455	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	225	452	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	231	451	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	247	448	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	249	447	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	258	445	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	264	444	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	271	444	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	275	443	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	277	443	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	279	442	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	279	442	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	282	442	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	285	441	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	289	441	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	296	440	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	298	439	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	304	438	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	308	437	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	315	436	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	316	436	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	318	435	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	322	435	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	323	435	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	324	435	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	325	434	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	327	434	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	328	434	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	330	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	334	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	334	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	335	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseMove	336	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseDown	336	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	MouseUp	336	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Gauche	0	1	1,57764E+12	Click	336	433	333.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseOut	336	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	NextTrial	336	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	338	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseOver	338	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	340	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	365	433	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	481	431	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	579	429	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	814	431	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	962	436	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	1117	442	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	1222	444	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	1333	444	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	1344	444	1133.5	436.5
P2	BubbleCursor	160	8	6.64	Droite	0	2	1,57764E+12	MouseMove	1348	443	1133.5	436.5
